series,prefecture,name,address
pripara,島根県,youme CIRCUS出雲,島根県出雲市大塚町６５０－１ ゆめタウン出雲東館３Ｆ
pripara,島根県,モーリーファンタジー・ｆ松江,島根県松江市東朝日町１５１ イオンＳＣ３Ｆ
pripara,島根県,モーリーファンタジー江津,島根県江津市嘉久志町２３０６番地３０ ショッピングタウングリーンモール２階
pripara,島根県,モーリーファンタジー出雲,島根県出雲市渡橋町１０６６イオンモール出雲３Ｆ
