prefecture,name,address
北海道,イトーヨーカドー旭川,北海道旭川市６条１４丁目６４番地玩具売場
北海道,モーリーファンタジー旭川パルプ,北海道旭川市パルプ町１条２丁目５０５番２ショッピングセンターパルプタウン１Ｆ
北海道,ソユーゲームフィールド旭川駅前店,北海道旭川市宮下通７丁目２番５号イオンモール旭川駅前４Ｆ
北海道,イオン旭川春光,北海道旭川市春光町１０
北海道,SOYUGameField旭川西店,北海道旭川市北海道旭川市緑町二十三丁目２１６１番地３イオンモール旭川西３Ｆ
北海道,おもちゃのヨシダ,北海道旭川市本町３丁目４３７－２３８　吉田ビル１Ｆ
北海道,モーリーファンタジー旭川西,北海道旭川市緑町２３－２１６１－３イオン２Ｆ
北海道,イオン旭川西,北海道旭川市緑町２３丁目２１６１－３　玩具売場
北海道,イオン伊達,北海道伊達市末永町８－１　玩具売場
北海道,トイザらス帯広音更,北海道河東郡音更町木野大通西１７－１　スーパーオーケーセンター音更店内
北海道,イオン岩見沢,北海道岩見沢市大和４条８丁目１　玩具売場
北海道,ＢＥＳＴＯＭ 中富良野,北海道空知郡中富良野町字中富良野東１線北１７号
北海道,ＰＡＬＯ釧路,北海道釧路郡釧路町桂木１－１－７　　イオン２Ｆ
北海道,イオン釧路,北海道釧路郡釧路町桂木１丁目１番地７　玩具売場
北海道,モーリーファンタジー釧路昭和,北海道釧路市昭和中央　４－１８－１イオン２Ｆ
北海道,タイトーステーションイオンモール釧路昭和,北海道釧路市昭和中央４－１８ー１イオンモール釧路昭和２Ｆ
北海道,イトーヨーカドー恵庭,北海道恵庭市恵み野西２丁目１玩具売場
北海道,ＰＡＬＯ江別,北海道江別市幸町３５　イオン３Ｆ
北海道,イオン江別,北海道江別市幸町３５番地　玩具売場
北海道,イオン根室,北海道根室市常盤町３丁目９番地　玩具売場
北海道,ゲームコーナー新さっぽろ,北海道札幌市厚別区厚別中央２条５丁目６－２
北海道,キャッツアイ新札幌,北海道札幌市厚別区厚別東５条１丁目
北海道,ゲームランド新さっぽろ,北海道札幌市厚別区中央２条５丁目７番新さっぽろイオンカテブリ新さっぽろ３Ｆ
北海道,西友手稲,北海道札幌市手稲区前田１条１１－３１１－１　玩具売場
