series,prefecture,name,address,latitude,longitude
primagi,千葉県,タイトーFステーション ボンベルタ成田,千葉県成田市赤坂2-1-10 ﾎﾞﾝﾍﾞﾙﾀ成田3階,35.777965,140.290276
primagi,千葉県,タイトーFステーションイオン新松戸,千葉県松戸市新松戸3-2-21 ｲｵﾝ新松戸店4階,35.825093,139.915631
primagi,千葉県,タイトーFステーション市川妙典,千葉県市川市妙典4-1-1 ｲｵﾝ市川妙典店2番街2F,35.692538,139.926679
primagi,千葉県,タイトーステーション アリオ蘇我,千葉県千葉市中央区川崎町52-7 ｱﾘｵ蘇我2F,35.588237,140.122471
primagi,千葉県,タイトーステーション セブンパークアリオ柏2号,千葉県柏市大島田1-6-1 ｾﾌﾞﾝﾊﾟｰｸｱﾘｵ柏3F,35.833449,140.012913
primagi,千葉県,タイトーステーション 旭サンモール,千葉県旭市ｲ-2676-1 ｻﾝﾓｰﾙ3F,35.724784,140.659382
primagi,千葉県,タイトーステーション 船橋,千葉県船橋市本町1丁目6-1,35.699881,139.986003
primagi,千葉県,タイトーステーション 柏,千葉県柏市柏2-3-1,35.861517,139.972686
primagi,千葉県,タイトーステーション 茂原アスモ,千葉県茂原市高師1735 茂原ｼｮｯﾋﾟﾝｸﾞﾌﾟﾗｻﾞｱｽﾓ2F,35.435081,140.288007
primagi,千葉県,テクモピア公津の杜,千葉県成田市公津の杜4-5-3 成田ユアエルム3F,35.760036,140.296736
primagi,千葉県,テクモピア船橋南口店,千葉県船橋市本町１－７－６ ドリーム船橋ビル３Ｆ,35.699056,139.985790
primagi,千葉県,トイザらス市川,千葉県市川市鬼高1-1-1ﾆｯｹｺﾙﾄﾝﾌﾟﾗｻﾞｲｰｽﾄ館2F,35.716312,139.933386
primagi,千葉県,トイザらス松戸,千葉県松戸市二ﾂ木1781-2ﾌﾟﾁﾓｰﾙ二ﾂ木2F,35.817373,139.925825
primagi,千葉県,トムソーヤの仲間たちアリオ市原,千葉県市原市更級4丁目3番2ｲﾄｰﾖｰｶﾄﾞｰｱﾘｵ市原2F,35.508066,140.101435
primagi,千葉県,パラボランド東金,千葉県東金市東岩崎8-10ｻﾝﾍﾋﾟｱ3F,35.558602,140.364798
primagi,千葉県,パレパレ稲毛長沼,千葉県千葉市稲毛区長沼原町731-17 ﾌﾚｽﾎﾟ稲毛A2棟-4,35.656956,140.128330
primagi,千葉県,ハローズガーデン市原,千葉県市原市青柳北1-1 MEGAﾄﾞﾝ･ｷﾎｰﾃUNY市原店2F,35.514440,140.066100
primagi,千葉県,ハローズガーデン木更津,千葉県木更津市ほたる野4-2-48 ｱﾋﾟﾀ木更津店2F,35.375869,139.962807
primagi,千葉県,ハロータイトー 流山,千葉県流山市流山9丁目8002号 ｲﾄｰﾖｰｶﾄﾞｰ流山店3F,35.850053,139.899697
primagi,千葉県,ビックカメラ柏,千葉県柏市柏1-1-20 ｽｶｲﾌﾟﾗｻﾞ柏7F,35.862300,139.972171
primagi,千葉県,プラサカプコン成田,千葉県成田市ｳｲﾝｸﾞ土屋24 ｲｵﾝﾓｰﾙ成田2F,35.795575,140.318706
primagi,千葉県,プラサカプコン富津,千葉県富津市青木一丁目5番地1 ｲｵﾝﾓｰﾙ富津2F,35.330455,139.845609
primagi,千葉県,プレビキテミテマツド,千葉県松戸市松戸1307-1 ｷﾃﾐﾃﾏﾂﾄﾞ店内6F南ASOBI諸島,35.782272,139.898692
primagi,千葉県,プレビ南ASOBI諸島ワンズモール,千葉県千葉市稲毛区長沼町330番地50 ﾜﾝｽﾞﾓｰﾙ2F南ASOBI諸島,35.656630,140.117821
primagi,千葉県,マリンガーデンららぽーと船橋,千葉県船橋市浜町2丁目1番1号 ららぽｰとTOKYO-BAY西館3階ﾌﾟﾚﾋﾞﾏﾘﾝｶﾞｰﾃﾞﾝ,35.686139,139.990115
